 ,1,2,3,4,5,6,7,8,9,10
30350,50,50,0,0,0,0,0,0,0,0
30400,0,0,0,0,0,0,0,0,0,0
30450,0,0,0,50,0,50,0,0,0,0
30500,50,0,0,0,50,0,0,0,0,0
30550,50,50,0,0,0,0,0,0,0,0
30600,50,0,0,0,50,0,0,0,0,0
30650,50,0,0,0,0,0,50,0,0,50
30700,0,50,0,0,0,0,0,0,0,0
30750,50,0,0,0,0,0,0,0,0,0
30800,0,0,0,0,0,0,50,0,0,0
30850,0,0,0,0,50,0,0,0,50,0
30900,0,0,0,0,0,0,0,0,0,0
30950,0,0,0,50,0,0,0,0,0,0
31000,0,0,0,0,0,0,0,0,0,0
31050,0,0,50,0,0,50,50,0,0,0
31100,0,0,0,50,0,0,0,0,0,0
31150,0,0,0,0,0,0,0,0,0,0
31200,0,0,0,50,0,0,0,0,0,0
31250,0,0,0,0,0,0,0,0,0,0
31300,0,0,0,0,0,0,0,0,50,0
31350,0,0,0,0,0,0,0,0,0,0
31400,0,0,0,0,0,50,0,0,0,0
31450,0,0,0,0,50,0,0,0,0,0
31500,0,0,0,0,50,0,0,0,0,0
31550,0,0,0,0,50,0,0,50,50,0
31600,50,0,0,0,0,50,0,0,0,0
31650,0,0,0,50,0,0,0,0,0,0
31700,0,0,0,50,50,0,0,0,0,0
31750,0,0,0,50,0,50,0,0,0,0
31800,0,0,50,0,50,0,0,0,0,0
31850,50,0,50,0,0,0,50,0,0,0
31900,0,0,0,0,0,50,50,0,0,50
31950,0,0,0,0,0,0,0,0,0,0
32000,0,0,0,0,0,50,0,0,0,0
32050,0,0,0,0,0,0,0,50,0,0
32100,50,0,0,0,0,0,0,0,0,0
32150,0,0,0,0,0,0,50,50,0,0
32200,0,0,0,0,0,0,0,0,0,50
32250,50,0,0,0,0,50,50,0,0,0
32300,50,0,0,0,0,0,0,0,0,0
32350,0,0,0,0,0,0,0,0,0,0
32400,0,0,50,0,50,0,0,0,0,50
32450,0,0,0,0,0,0,50,0,0,0
32500,0,0,50,0,0,0,0,50,0,0
32550,0,0,0,0,0,0,0,0,0,0
32600,0,0,0,50,50,0,0,50,0,0
32650,0,0,0,0,0,0,0,0,0,0
32700,0,0,50,0,0,0,0,0,0,0
32750,0,0,0,0,0,0,0,0,0,0
32800,0,0,0,0,0,0,0,0,0,0
32850,0,0,0,0,0,0,0,0,50,0
32900,0,0,50,0,50,0,0,0,0,0
32950,0,0,50,0,0,0,0,0,0,50
33000,0,0,0,0,0,0,0,0,0,0
33050,0,0,0,50,0,0,50,0,0,0
33100,0,0,0,0,0,0,0,0,0,0
33150,0,0,50,50,50,0,0,0,0,0
33200,0,0,0,0,0,0,0,0,50,0
33250,0,0,0,0,0,0,0,0,0,0
33300,0,0,0,0,0,0,50,0,50,0
33350,0,0,0,0,50,0,0,0,0,0
33400,0,0,50,0,0,0,0,0,0,0
33450,0,0,0,0,0,0,0,0,0,0
33500,0,0,0,0,50,0,0,0,0,50
33550,0,0,0,0,0,0,0,0,0,0
33600,0,0,0,0,0,0,0,0,0,0
33650,0,0,0,50,0,0,0,0,0,0
33700,0,0,0,50,0,0,0,50,0,0
33750,0,0,0,50,0,0,0,0,0,0
33800,0,0,0,0,0,0,0,0,0,0
33850,0,0,0,0,0,0,0,0,0,50
33900,0,0,0,0,0,0,50,0,0,50
33950,0,0,0,0,0,0,0,0,0,0
34000,0,0,0,0,0,0,0,0,0,0
34050,0,0,0,0,0,0,0,0,0,0
34100,0,0,0,0,0,0,0,0,0,0
34150,0,0,0,0,0,0,0,0,0,0
34200,0,0,0,0,0,0,0,0,0,0
34250,0,0,0,0,0,0,0,0,0,0
34300,0,0,0,0,0,0,0,0,0,0
34350,0,0,0,0,0,0,0,0,0,0
34400,0,0,0,0,0,0,0,0,0,0
34450,0,0,0,0,0,0,0,0,0,0
34500,0,0,0,0,0,0,0,0,0,0
34550,0,0,0,0,0,0,0,0,0,0
34600,0,0,0,0,0,0,0,0,0,0
34650,0,0,0,0,0,0,0,0,0,0
34700,0,0,0,0,0,0,0,0,0,0
34750,0,0,0,0,0,0,0,0,0,0
34800,0,0,0,0,0,0,0,0,0,0
34850,0,0,0,0,0,0,0,0,0,0
34900,0,0,0,0,0,0,0,0,0,0
34950,0,0,0,0,0,0,0,0,0,0
35000,0,0,0,0,0,0,0,0,0,0
35050,0,0,0,0,0,0,0,0,0,0
35100,0,0,0,0,0,0,0,0,0,0
35150,0,0,0,0,0,0,0,0,0,0
35200,0,0,0,0,0,0,0,0,0,0
35250,0,0,0,0,0,0,0,0,0,0
35300,0,0,0,0,0,0,0,0,0,0
35350,0,0,0,0,0,0,0,0,0,0
35400,0,0,0,0,0,0,0,0,0,0
35450,0,0,0,0,0,0,0,0,0,0
35500,0,0,0,0,0,0,0,0,0,0
35550,50,50,50,50,50,50,50,50,50,50
35600,0,0,0,0,0,0,0,0,0,0
35650,0,0,0,0,0,0,0,0,0,0
35700,0,0,0,0,0,0,0,0,0,0
35750,0,0,0,0,0,0,0,0,0,0
35800,0,0,0,0,0,0,0,0,0,0
35850,0,0,0,0,0,0,0,0,0,0
35900,0,0,0,0,0,0,0,0,0,0
35950,0,0,0,0,0,0,0,0,0,0
36000,0,0,0,0,0,0,0,0,0,0
36050,0,0,0,0,0,0,0,0,0,0
36100,50,50,50,50,50,50,50,50,50,50
36150,0,0,0,0,0,0,0,0,0,0
36200,0,0,0,0,0,0,0,0,0,0
36250,0,0,0,0,0,0,0,0,0,0
36300,0,0,0,0,0,0,0,0,0,0
36350,0,0,0,0,0,0,0,0,0,0
36400,0,0,0,0,0,0,0,0,0,0
36450,0,0,0,0,0,0,0,0,0,0
36500,0,0,0,0,0,0,0,0,0,0
36550,0,0,0,0,0,0,0,0,0,0
36600,50,50,50,50,50,50,50,50,50,50
36650,0,0,0,0,0,0,0,0,0,0
36700,0,0,0,0,0,0,0,0,0,0
36750,0,0,0,0,0,0,0,0,0,0
36800,0,0,0,0,0,0,0,0,0,0
36850,0,0,0,0,0,0,0,0,0,0
36900,0,0,0,0,0,0,0,0,0,0
36950,50,50,50,50,50,50,50,50,50,50
37000,0,0,0,0,0,0,0,0,0,0
37050,0,0,0,0,0,0,0,0,0,0
37100,0,0,0,0,0,0,0,0,0,0
37150,0,0,0,0,0,0,0,0,0,0
37200,0,0,0,0,0,0,0,0,0,0
37250,0,0,0,0,0,0,0,0,0,0
37300,0,0,0,0,0,0,0,0,0,0
37350,0,0,0,0,0,0,0,0,0,0
37400,50,50,50,50,50,50,50,50,50,50
37450,0,0,0,0,0,0,0,0,0,0
37500,0,0,0,0,0,0,0,0,0,0
37550,0,0,0,0,0,0,0,0,0,0
37600,0,0,0,0,0,0,0,0,0,0
37650,0,0,0,0,0,0,0,0,0,0
37700,0,0,0,0,0,0,0,0,0,0
37750,0,0,0,0,0,0,0,0,0,0
37800,0,0,0,0,0,0,0,0,0,0
37850,50,50,50,50,50,50,50,50,50,50
37900,0,0,0,0,0,0,0,0,0,0
37950,0,0,0,0,0,0,0,0,0,0
38000,0,0,0,50,0,0,0,0,0,50
38050,0,0,0,0,0,0,0,0,0,0
38100,0,0,0,0,0,0,0,0,0,0
38150,0,0,0,0,0,0,0,0,50,0
38200,0,0,0,0,0,0,0,0,0,0
38250,50,0,0,0,0,0,0,0,0,0
38300,0,50,0,0,0,50,0,0,0,0
38350,0,0,0,50,0,0,0,0,0,0
38400,0,0,0,0,0,0,0,50,0,0
38450,50,0,0,0,0,0,0,0,0,0
38500,0,50,0,0,0,0,0,0,0,0
38550,0,0,0,0,0,0,0,0,0,0
38600,0,0,0,50,0,0,0,0,0,0
38650,0,0,0,50,50,0,0,0,0,50
38700,0,50,0,0,0,0,0,0,50,0
38750,50,0,0,0,0,50,0,0,0,0
38800,0,0,50,0,0,0,0,0,0,50
38850,0,0,0,0,0,50,0,0,0,0
38900,0,0,0,0,0,0,0,0,0,0
38950,0,0,0,0,0,50,0,0,0,0
39000,0,50,0,0,0,0,0,0,0,0
39050,0,0,0,0,0,50,50,0,0,50
39100,0,0,0,0,0,50,0,0,50,0
39150,0,50,0,0,0,0,0,0,0,0
39200,0,0,0,0,0,0,0,0,0,0
39250,0,50,0,0,0,0,0,0,0,0
39300,50,0,0,0,0,0,0,0,0,0
39350,0,0,0,0,0,0,0,0,0,0
39400,0,50,0,0,0,0,0,0,0,0
39450,0,0,0,0,0,0,0,0,0,0
39500,0,0,0,0,0,0,0,50,0,0
39550,0,0,0,50,0,0,50,0,0,0
39600,0,0,0,0,0,0,0,0,0,0
39650,0,0,50,0,0,0,0,0,0,0
39700,0,0,50,50,0,0,0,0,0,0
39750,50,0,0,0,0,0,0,0,0,0
39800,50,0,50,0,0,0,0,0,0,0
39850,0,0,0,0,50,0,0,0,50,0
39900,0,0,0,0,0,0,0,0,0,0
39950,0,0,0,0,0,50,0,0,0,0
40000,0,0,0,0,0,0,0,0,0,0
40050,0,0,0,0,0,0,0,0,0,0
40100,50,0,0,0,50,0,0,0,0,0
40150,50,50,0,0,0,50,0,0,0,0
40200,0,0,0,50,0,0,0,0,0,0
40250,0,0,0,0,50,0,50,0,0,0
40300,0,0,0,0,0,0,0,0,0,0
40350,50,0,50,0,0,0,50,0,0,0
40400,50,0,0,0,0,0,50,0,0,0
40450,0,0,0,0,0,0,0,50,0,0
40500,0,0,50,0,0,0,0,0,0,0
40550,0,0,0,50,0,0,0,0,0,0
40600,0,0,0,0,0,0,50,0,0,0
40650,0,50,0,0,0,0,50,0,0,0
40700,0,0,0,0,0,50,0,0,0,0
40750,0,0,50,0,0,0,50,0,0,0
40800,0,0,0,0,0,0,0,50,0,0
40850,0,0,0,0,0,0,0,0,50,0
40900,0,0,0,0,50,50,0,0,0,0
40950,0,0,0,0,0,0,0,0,0,0
41000,0,50,0,0,0,0,0,0,0,0
41050,0,0,0,0,0,0,0,0,0,0
41100,0,0,0,0,0,0,0,0,0,0
41150,0,0,0,0,0,0,0,0,0,0
41200,0,0,0,0,0,0,0,0,0,0
41250,0,0,0,0,0,0,0,0,0,0
41300,0,50,0,0,50,0,0,0,0,0
41350,0,0,0,0,0,0,0,0,0,0
41400,50,0,0,0,0,0,0,0,0,0
41450,0,50,50,0,0,0,0,0,0,0
41500,0,50,0,0,0,0,50,0,0,50
41550,0,0,50,0,0,0,0,0,0,0
41600,0,0,0,50,0,50,0,0,0,0
41650,0,50,0,0,0,0,0,0,0,0
41700,0,0,0,0,0,50,50,0,50,0
41750,0,0,0,0,0,0,0,0,0,0
41800,0,0,0,0,0,0,0,0,0,0
41850,0,0,0,0,50,0,0,0,0,0
41900,0,0,0,0,0,0,0,0,0,0
41950,0,0,0,0,0,0,0,0,0,0
42000,0,0,0,0,0,0,0,0,0,0
42050,0,0,0,0,0,0,0,0,0,0
42100,0,0,0,0,0,0,0,0,0,0
42150,0,0,0,0,0,0,0,0,0,0
42200,0,0,0,0,0,0,0,0,0,0
42250,0,0,0,0,0,0,0,0,0,0
42300,0,0,0,0,0,0,0,0,0,0
42350,0,0,0,0,0,0,0,0,0,0
42400,0,0,0,0,0,0,0,0,0,0
42450,0,0,0,0,0,0,0,0,0,0
42500,50,50,50,50,50,50,50,50,50,50
42550,50,50,50,50,50,50,50,50,50,50
42600,0,0,0,0,0,0,0,0,0,0
42650,0,0,0,0,0,0,0,0,0,0
42700,0,0,0,0,0,0,0,0,0,0
42750,0,0,0,0,0,0,0,0,0,0
42800,0,0,0,0,0,0,0,0,0,0
42850,0,0,0,0,0,0,0,0,0,0
42900,50,50,50,50,50,50,50,50,50,50
42950,0,0,0,0,0,0,0,0,0,0
43000,0,0,0,0,0,0,0,0,0,0
43050,0,0,0,0,0,0,0,0,0,0
43100,0,0,0,0,0,0,0,0,0,0
43150,0,0,0,0,0,0,0,0,0,0
43200,0,0,0,0,0,0,0,0,0,0
43250,0,0,0,0,0,0,0,0,0,0
43300,50,50,50,50,50,50,50,50,50,50
43350,0,0,0,0,0,0,0,0,0,0
43400,0,0,0,0,0,0,0,0,0,0
43450,0,0,0,0,0,0,0,0,0,0
43500,0,0,0,0,0,0,0,0,0,0
43550,0,0,0,0,0,0,0,0,0,0
43600,0,0,0,0,0,0,0,0,0,0
43650,0,0,0,0,0,0,0,0,0,0
43700,0,0,0,0,0,0,0,0,0,0
43750,0,0,0,0,0,0,0,0,0,0
43800,0,0,0,0,0,0,0,0,0,0
43850,0,0,0,0,0,0,0,0,0,0
43900,0,0,0,0,0,0,0,0,0,0
43950,0,0,0,0,0,0,0,0,0,0
44000,0,0,0,0,50,0,0,0,0,0
44050,0,0,50,0,0,0,0,0,0,0
44100,0,0,0,0,0,0,0,0,0,0
44150,0,0,0,0,0,0,0,0,0,0
44200,0,0,0,0,0,0,0,50,0,0
44250,0,0,0,0,0,0,0,0,50,0
44300,0,0,0,0,0,0,0,50,0,0
44350,0,0,0,50,0,50,0,0,0,0
44400,0,0,0,0,0,0,0,0,0,0
44450,0,0,0,0,0,0,0,0,0,0
44500,0,50,0,0,0,0,0,0,0,0
44550,0,0,0,0,0,0,0,0,0,0
44600,0,0,0,0,0,0,50,0,0,0
44650,0,0,50,0,0,0,0,50,0,50
44700,0,50,50,0,0,0,50,0,0,0
44750,0,0,0,0,0,0,0,0,50,0
44800,0,0,0,0,0,0,0,0,0,0
44850,50,0,0,0,0,0,0,0,0,0
44900,0,0,0,50,0,0,50,0,50,0
44950,0,50,0,0,0,0,0,0,50,0
45000,0,0,0,0,0,0,0,0,0,0
45050,0,0,0,0,0,0,0,0,0,0
45100,0,0,50,0,0,0,0,0,50,0
45150,0,50,0,0,0,0,0,0,0,0
45200,0,0,0,0,0,0,0,50,0,0
45250,0,0,0,0,0,0,0,0,0,0
45300,0,0,0,50,0,0,0,0,0,50
45350,0,50,0,0,0,0,50,0,0,0
45400,0,0,0,0,0,0,0,0,0,0
45450,50,50,0,0,0,0,0,0,0,0
45500,0,0,0,0,0,0,0,0,0,0
45550,0,0,0,0,0,0,0,0,0,0
45600,0,0,0,0,0,0,0,0,0,50
45650,0,0,50,0,0,0,0,0,0,0
45700,0,0,0,0,0,0,0,50,0,0
45750,0,0,0,0,0,0,50,0,0,0
45800,50,0,50,0,0,0,0,0,50,0
45850,0,0,0,0,0,0,0,0,0,0
45900,0,0,0,0,0,0,0,50,0,0
45950,50,0,0,0,0,0,50,0,0,0
46000,0,0,0,0,0,0,0,0,50,0
46050,0,0,0,0,0,0,0,0,0,0
46100,0,0,50,0,0,0,0,0,0,0
46150,0,50,0,0,0,0,0,0,0,0
46200,50,0,0,0,50,0,0,50,0,0
46250,0,50,0,50,0,0,50,0,0,0
46300,0,0,50,0,50,50,0,50,0,0
46350,0,0,0,0,0,0,0,0,0,0
46400,0,0,0,0,50,0,0,0,50,0
46450,0,0,0,0,0,0,0,0,50,0
46500,0,0,50,0,0,0,0,0,0,0
46550,0,0,0,0,0,0,0,0,0,0
46600,0,0,0,0,0,0,0,0,0,0
46650,0,0,0,50,0,0,0,0,0,0
46700,0,0,0,0,0,0,0,0,0,0
46750,0,0,0,50,0,0,0,0,0,0
46800,0,0,0,50,0,0,0,0,0,0
46850,0,0,50,0,50,50,0,0,0,0
46900,0,0,50,0,0,0,0,0,0,0
46950,0,0,0,0,0,0,0,0,0,0
47000,0,0,0,50,0,0,0,0,0,0
47050,0,0,0,0,0,0,0,0,0,0
47100,0,0,0,0,0,0,0,0,0,0
47150,0,0,0,50,0,0,50,0,0,0
47200,0,0,0,0,50,0,0,0,0,0
47250,0,0,50,0,0,50,0,0,0,50
47300,0,0,0,0,0,0,0,0,0,0
47350,0,0,0,0,0,0,0,0,0,0
47400,0,0,0,0,0,50,0,0,0,0
47450,0,0,0,50,0,0,0,0,0,0
47500,0,0,0,0,0,0,0,0,0,0
47550,50,0,0,0,0,50,0,50,0,0
47600,0,0,0,0,0,0,0,0,0,0
47650,0,0,0,0,0,50,0,0,0,50
47700,0,0,50,50,0,0,0,0,0,0
47750,0,0,0,0,0,0,0,0,50,0
47800,50,0,0,0,0,0,0,0,0,50
47850,0,0,0,0,50,0,0,50,0,0
47900,0,0,0,0,0,0,0,0,0,0
47950,0,0,50,0,0,0,50,0,50,0
48000,0,0,0,0,0,0,0,0,0,0
48050,0,0,0,0,0,0,0,0,0,0
48100,0,0,0,0,0,0,0,0,0,0
48150,0,0,0,0,0,0,0,0,0,0
48200,0,0,0,0,0,0,0,0,0,0
48250,0,0,0,0,0,0,0,0,0,0
48300,50,50,50,50,50,50,50,50,50,50
48350,0,0,0,0,0,0,0,0,0,0
48400,0,0,0,0,0,0,0,0,0,0
48450,0,0,0,0,0,0,0,0,0,0
48500,0,0,0,0,0,0,0,0,0,0
48550,0,0,0,0,0,0,0,0,0,0
48600,0,0,0,0,0,0,0,0,0,0
48650,0,0,0,0,0,0,0,0,0,0
48700,0,0,0,0,0,0,0,0,0,0
48750,50,50,50,50,50,50,50,50,50,50
48800,0,0,0,0,0,0,0,0,0,0
48850,0,0,0,0,0,0,0,0,0,0
48900,0,0,0,0,0,0,0,0,0,0
48950,0,0,0,0,0,0,0,0,0,0
49000,0,0,0,0,0,0,0,0,0,0
49050,0,0,0,0,0,0,0,0,0,0
49100,50,50,50,50,50,50,50,50,50,50
49150,0,0,0,0,0,0,0,0,0,0
49200,0,0,0,0,0,0,0,0,0,0
49250,0,0,0,0,0,0,0,0,0,0
49300,0,0,0,0,0,0,0,0,0,0
49350,0,0,0,0,0,0,0,0,0,0
49400,0,0,0,0,0,0,0,0,0,0
49450,0,0,0,0,0,0,0,0,0,0
49500,0,0,0,0,0,0,0,0,0,0
49550,0,0,0,0,0,0,0,0,0,0
49600,0,0,0,0,0,0,0,0,0,0
49650,0,0,0,0,0,0,0,0,0,0
49700,0,0,0,0,0,0,0,0,0,0
49750,0,0,0,0,0,0,0,0,0,0
49800,50,50,50,50,50,50,50,50,50,50
49850,0,0,0,0,0,0,0,0,0,0
49900,0,0,0,0,0,0,0,0,0,0
49950,0,0,0,0,0,0,0,0,0,0
